

"Alarm Records -- Current Alarms"
"Save Time: 16/07/2024 18:34:07"
"Username: jzambrano"
"Alarm status = Acknowledged and uncleared,Unacknowledged and uncleared."

" ","Severity","Alarm Source","Name","Last Occurred (NT)","MO Name","Location Information","Occurrence Times","First Occurred (NT)","Cleared On (NT)","Acknowledged On (ST)","RRU Name","Alarm ID","Cleared By","Acknowledged By","BBU Name","NE Type","Clearance Status","Acknowledgement Status","eNodeB ID","User Label","Log Serial Number"
"Root alarm","Major","L_GUA11317_GUA_GYE_LOS_RANCHOS","SCTP Link Fault","15/07/2024 20:29:44","Link No.=74531","Link No.=74531, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11109, Peer IP Address=10.52.26.105, Service Type=X2-AP","1","15/07/2024 20:29:44","		-","		-","		-","25888","		-","		-","L_GUA11317_GUA_GYE_LOS_RANCHOS","BTS3900 LTE","Uncleared","Unacknowledged","11317","		-","240632041"
"Root alarm","Major","ESM_ESM_SAN_MATEO_UL","SCTP Link Fault","15/07/2024 20:29:38","Link No.=70262","Link No.=70262, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44630, Peer IP Address=10.41.99.141, Service Type=X2-AP","1","15/07/2024 20:29:38","		-","		-","		-","25888","		-","		-","ESM_ESM_SAN_MATEO_UL","BTS3900","Uncleared","Unacknowledged","43283","		-","240632030"
"Root alarm","Major","SD_SD_VIRGEN_DEL_CISNE_UL","SCTP Link Fault","15/07/2024 20:29:11","Link No.=70136","Link No.=70136, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44799, Peer IP Address=10.52.28.161, Service Type=X2-AP","1","15/07/2024 20:29:11","		-","		-","		-","25888","		-","		-","SD_SD_VIRGEN_DEL_CISNE_UL","BTS3900","Uncleared","Unacknowledged","44769","		-","240631898"
"Root alarm","Major","L_GUA11234_PAJARO_AZUL","SCTP Link Fault","15/07/2024 20:28:51","Link No.=71952","Link No.=71952, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11288, Peer IP Address=10.52.28.57, Service Type=X2-AP","1","15/07/2024 20:28:51","		-","		-","		-","25888","		-","		-","L_GUA11234_PAJARO_AZUL","BTS3900 LTE","Uncleared","Unacknowledged","11234","		-","240631857"
"Root alarm","Major","L_GUA11170_PARAISO_LA_FLOR_2","SCTP Link Fault","15/07/2024 20:28:44","Link No.=70128","Link No.=70128, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11720, Peer IP Address=10.52.28.45, Service Type=X2-AP","1","15/07/2024 20:28:44","		-","		-","		-","25888","		-","		-","L_GUA11170_PARAISO_LA_FLOR_2","BTS3900 LTE","Uncleared","Unacknowledged","11170","		-","240631844"
"Root alarm","Major","PIC_MEJ_MACHACHI_UL","SCTP Link Fault","15/07/2024 20:28:22","Link No.=70085","Link No.=70085, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43901, Peer IP Address=10.41.98.229, Service Type=X2-AP","1","15/07/2024 20:28:22","		-","		-","		-","25888","		-","		-","PIC_MEJ_MACHACHI_UL","BTS3900","Uncleared","Unacknowledged","44402","		-","240631805"
"Root alarm","Major","L_GUA11186_URDESA_SUR","SCTP Link Fault","15/07/2024 20:27:58","Link No.=76408","Link No.=76408, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11682, Peer IP Address=10.52.28.29, Service Type=X2-AP","1","15/07/2024 20:27:58","		-","		-","		-","25888","		-","		-","L_GUA11186_URDESA_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11186","		-","240631613"
"Root alarm","Major","L_GUA11100_SAN_FELIPE_CTE","SCTP Link Fault","15/07/2024 20:27:58","Link No.=71838","Link No.=71838, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51323, Peer IP Address=10.52.58.154, Service Type=X2-AP","1","15/07/2024 20:27:58","		-","		-","		-","25888","		-","		-","L_GUA11100_SAN_FELIPE_CTE","BTS3900 LTE","Uncleared","Unacknowledged","11100","		-","240631610"
"Root alarm","Major","PIC_UIO_ELOY_ALFARO_UL","SCTP Link Fault","15/07/2024 20:27:17","Link No.=70282","Link No.=70282, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44334, Peer IP Address=10.52.28.245, Service Type=X2-AP","1","15/07/2024 20:27:17","		-","		-","		-","25888","		-","		-","PIC_UIO_ELOY_ALFARO_UL","BTS3900","Uncleared","Unacknowledged","44034","		-","240631534"
"Root alarm","Major","PI_UIO_COL_EMILIO_UZCATEGUI_UL","SCTP Link Fault","15/07/2024 20:27:05","Link No.=70121","Link No.=70121, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44434, Peer IP Address=10.52.28.169, Service Type=X2-AP","1","15/07/2024 20:27:05","		-","		-","		-","25888","		-","		-","PI_UIO_COL_EMILIO_UZCATEGUI_UL","BTS3900","Uncleared","Unacknowledged","44102","		-","240631556"
"Root alarm","Major","PI_UIO_COL_EMILIO_UZCATEGUI_UL","SCTP Link Fault","15/07/2024 20:27:05","Link No.=70120","Link No.=70120, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43913, Peer IP Address=10.41.100.29, Service Type=X2-AP","1","15/07/2024 20:27:05","		-","		-","		-","25888","		-","		-","PI_UIO_COL_EMILIO_UZCATEGUI_UL","BTS3900","Uncleared","Unacknowledged","44102","		-","240631554"
"Root alarm","Major","L_GUA11095_PROSPERINA_SUR","SCTP Link Fault","15/07/2024 20:27:03","Link No.=70213","Link No.=70213, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11682, Peer IP Address=10.52.28.29, Service Type=X2-AP","1","15/07/2024 20:27:03","		-","		-","		-","25888","		-","		-","L_GUA11095_PROSPERINA_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11095","		-","240631488"
"Root alarm","Major","L_GUA11252_GUA_GYE_018","SCTP Link Fault","15/07/2024 20:27:01","Link No.=70827","Link No.=70827, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51181, Peer IP Address=10.52.60.34, Service Type=X2-AP","1","15/07/2024 20:27:01","		-","		-","		-","25888","		-","		-","L_GUA11252_GUA_GYE_018","BTS3900 LTE","Uncleared","Unacknowledged","11252","		-","240631482"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:26:56","Link No.=76761","Link No.=76761, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11011, Peer IP Address=10.52.26.189, Service Type=X2-AP","1","15/07/2024 20:26:56","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240631452"
"Root alarm","Major","L_GUA11100_SAN_FELIPE_CTE","SCTP Link Fault","15/07/2024 20:26:38","Link No.=71837","Link No.=71837, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51669, Peer IP Address=10.52.60.22, Service Type=X2-AP","1","15/07/2024 20:26:38","		-","		-","		-","25888","		-","		-","L_GUA11100_SAN_FELIPE_CTE","BTS3900 LTE","Uncleared","Unacknowledged","11100","		-","240631419"
"Root alarm","Major","L_GUA11168_MONTEBELLO_NORTE","SCTP Link Fault","15/07/2024 20:26:38","Link No.=71228","Link No.=71228, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51168, Peer IP Address=10.52.59.118, Service Type=X2-AP","1","15/07/2024 20:26:38","		-","		-","		-","25888","		-","		-","L_GUA11168_MONTEBELLO_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11168","		-","240631412"
"		-","Major","CIS_QUICENTRO_SUR_LTEL21","SCTP Link Fault","15/07/2024 20:26:23","Link No.=70013","Link No.=70013, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44052, Peer IP Address=10.41.86.233, Service Type=X2-AP","1","15/07/2024 20:26:23","		-","		-","		-","25888","		-","		-","CIS_QUICENTRO_SUR_LTEL21","BTS3202E","Uncleared","Unacknowledged","43282","		-","240631385"
"Root alarm","Major","PIC_UIO_EL_QUINCHE_UL","SCTP Link Fault","15/07/2024 20:26:11","Link No.=71074","Link No.=71074, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44417, Peer IP Address=10.52.28.241, Service Type=X2-AP","1","15/07/2024 20:26:11","		-","		-","		-","25888","		-","		-","PIC_UIO_EL_QUINCHE_UL","BTS3900","Uncleared","Unacknowledged","44401","		-","240631349"
"Root alarm","Major","PI_UIO_SAN_BARTOLO_UL","SCTP Link Fault","15/07/2024 20:26:10","Link No.=70046","Link No.=70046, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43282, Peer IP Address=10.42.1.165, Service Type=X2-AP","1","15/07/2024 20:26:10","		-","		-","		-","25888","		-","		-","PI_UIO_SAN_BARTOLO_UL","BTS5900","Uncleared","Unacknowledged","44052","		-","240631345"
"Root alarm","Major","L_GUA11029_COLINAS_CEIBOS","SCTP Link Fault","15/07/2024 20:25:56","Link No.=72234","Link No.=72234, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11682, Peer IP Address=10.52.28.29, Service Type=X2-AP","1","15/07/2024 20:25:56","		-","		-","		-","25888","		-","		-","L_GUA11029_COLINAS_CEIBOS","BTS3900 LTE","Uncleared","Unacknowledged","11029","		-","240631291"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:25:48","Link No.=74037","Link No.=74037, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51261, Peer IP Address=10.52.60.90, Service Type=X2-AP","1","15/07/2024 20:25:48","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240631271"
"Root alarm","Major","L_GUA11148_GOLETA","SCTP Link Fault","15/07/2024 20:24:26","Link No.=72738","Link No.=72738, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51356, Peer IP Address=10.52.55.86, Service Type=X2-AP","1","15/07/2024 20:24:26","		-","		-","		-","25888","		-","		-","L_GUA11148_GOLETA","BTS3900 LTE","Uncleared","Unacknowledged","11148","		-","240630976"
"Root alarm","Major","L_GUA11121_ALAMEDA_REAL","SCTP Link Fault","15/07/2024 20:24:23","Link No.=73526","Link No.=73526, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11683, Peer IP Address=10.52.28.37, Service Type=X2-AP","1","15/07/2024 20:24:23","		-","		-","		-","25888","		-","		-","L_GUA11121_ALAMEDA_REAL","BTS3900 LTE","Uncleared","Unacknowledged","11121","		-","240630969"
"Root alarm","Major","L_GUA11317_GUA_GYE_LOS_RANCHOS","SCTP Link Fault","15/07/2024 20:23:29","Link No.=74530","Link No.=74530, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11067, Peer IP Address=10.52.26.237, Service Type=X2-AP","1","15/07/2024 20:23:29","		-","		-","		-","25888","		-","		-","L_GUA11317_GUA_GYE_LOS_RANCHOS","BTS3900 LTE","Uncleared","Unacknowledged","11317","		-","240630823"
"Root alarm","Major","PI_UIO_MONTESERRIN_UL","SCTP Link Fault","15/07/2024 20:22:09","Link No.=70038","Link No.=70038, Description=eNodeB:MCC_740 MNC_02 eNodeBId_43306, Peer IP Address=10.41.95.149, Service Type=X2-AP","1","15/07/2024 20:22:09","		-","		-","		-","25888","		-","		-","PI_UIO_MONTESERRIN_UL","BTS5900","Uncleared","Unacknowledged","44012","		-","240630633"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:22:02","Link No.=76760","Link No.=76760, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11209, Peer IP Address=10.52.26.217, Service Type=X2-AP","1","15/07/2024 20:22:02","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240630617"
"Root alarm","Major","L_GUA11168_MONTEBELLO_NORTE","SCTP Link Fault","15/07/2024 20:21:55","Link No.=71227","Link No.=71227, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51281, Peer IP Address=10.52.59.222, Service Type=X2-AP","1","15/07/2024 20:21:55","		-","		-","		-","25888","		-","		-","L_GUA11168_MONTEBELLO_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11168","		-","240630575"
"Root alarm","Major","PIC_UIO_VIA_PINTAG_UL","SCTP Link Fault","15/07/2024 20:21:52","Link No.=71253","Link No.=71253, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44447, Peer IP Address=10.41.99.253, Service Type=X2-AP","1","15/07/2024 20:21:52","		-","		-","		-","25888","		-","		-","PIC_UIO_VIA_PINTAG_UL","BTS3900","Uncleared","Unacknowledged","44280","		-","240630571"
"Root alarm","Major","L_GUA11054_JADE","SCTP Link Fault","15/07/2024 20:21:07","Link No.=75222","Link No.=75222, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22551, Peer IP Address=10.66.18.246, Service Type=X2-AP","1","15/07/2024 20:21:07","		-","		-","		-","25888","		-","		-","L_GUA11054_JADE","BTS3900 LTE","Uncleared","Unacknowledged","11054","		-","240630489"
"Root alarm","Major","L_GUA11187_VALDIVIA_GYE","SCTP Link Fault","15/07/2024 20:20:52","Link No.=70887","Link No.=70887, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22015, Peer IP Address=10.66.17.166, Service Type=X2-AP","1","15/07/2024 20:20:52","		-","		-","		-","25888","		-","		-","L_GUA11187_VALDIVIA_GYE","BTS3900 LTE","Uncleared","Unacknowledged","11187","		-","240630466"
"Root alarm","Major","L_GUA11098_SALADO_OESTE","SCTP Link Fault","15/07/2024 20:20:09","Link No.=70331","Link No.=70331, Description=eNodeB:MCC_740 MNC_02 eNodeBId_11122, Peer IP Address=10.52.25.245, Service Type=X2-AP","1","15/07/2024 20:20:09","		-","		-","		-","25888","		-","		-","L_GUA11098_SALADO_OESTE","BTS3900 LTE","Uncleared","Unacknowledged","11098","		-","240630401"
"Root alarm","Major","SD_SD_CENTRO_UL","SCTP Link Fault","15/07/2024 20:19:01","Link No.=70492","Link No.=70492, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43906, Peer IP Address=10.41.99.205, Service Type=X2-AP","1","15/07/2024 20:19:01","		-","		-","		-","25888","		-","		-","SD_SD_CENTRO_UL","BTS3900","Uncleared","Unacknowledged","44763","		-","240630278"
"		-","Major","SMALL_CUE_MALL_RIOL21","SCTP Link Fault","15/07/2024 20:18:05","Link No.=70066","Link No.=70066, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22174, Peer IP Address=10.66.12.246, Service Type=X2-AP","1","15/07/2024 20:18:05","		-","		-","		-","25888","		-","		-","SMALL_CUE_MALL_RIOL21","BTS3202E","Uncleared","Unacknowledged","43231","		-","240630162"
"Root alarm","Major","PIC_UIO_CIUDAD_FUTURA_UL","SCTP Link Fault","15/07/2024 20:17:56","Link No.=70662","Link No.=70662, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43913, Peer IP Address=10.41.100.29, Service Type=X2-AP","1","15/07/2024 20:17:56","		-","		-","		-","25888","		-","		-","PIC_UIO_CIUDAD_FUTURA_UL","BTS3900","Uncleared","Unacknowledged","43560","		-","240630125"
"Root alarm","Major","L_GUA11211_GUA_GYE_H_GUASM_S","SCTP Link Fault","15/07/2024 20:17:10","Link No.=71280","Link No.=71280, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51085, Peer IP Address=10.52.56.230, Service Type=X2-AP","1","15/07/2024 20:17:10","		-","		-","		-","25888","		-","		-","L_GUA11211_GUA_GYE_H_GUASM_S","BTS3900 LTE","Uncleared","Unacknowledged","11211","		-","240630032"
"Root alarm","Major","L_GUA11297_GUA_GYE_MERCADO_4_MANZANAS","SCTP Link Fault","15/07/2024 20:17:02","Link No.=73586","Link No.=73586, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11288, Peer IP Address=10.52.28.57, Service Type=X2-AP","1","15/07/2024 20:17:02","		-","		-","		-","25888","		-","		-","L_GUA11297_GUA_GYE_MERCADO_4_MANZANAS","BTS3900 LTE","Uncleared","Unacknowledged","11297","		-","240630007"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:17:01","Link No.=76758","Link No.=76758, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11297, Peer IP Address=10.52.25.93, Service Type=X2-AP","1","15/07/2024 20:17:01","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240630004"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:15:57","Link No.=76757","Link No.=76757, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11003, Peer IP Address=10.52.26.81, Service Type=X2-AP","1","15/07/2024 20:15:57","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240629885"
"Root alarm","Major","L_GUA11074_FORTIN_SUR","SCTP Link Fault","15/07/2024 20:15:56","Link No.=71335","Link No.=71335, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51281, Peer IP Address=10.52.59.222, Service Type=X2-AP","1","15/07/2024 20:15:56","		-","		-","		-","25888","		-","		-","L_GUA11074_FORTIN_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11074","		-","240629876"
"Root alarm","Major","L_GUA11317_GUA_GYE_LOS_RANCHOS","SCTP Link Fault","15/07/2024 20:15:51","Link No.=74529","Link No.=74529, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11271, Peer IP Address=10.52.27.25, Service Type=X2-AP","1","15/07/2024 20:15:51","		-","		-","		-","25888","		-","		-","L_GUA11317_GUA_GYE_LOS_RANCHOS","BTS3900 LTE","Uncleared","Unacknowledged","11317","		-","240629867"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:15:34","Link No.=74036","Link No.=74036, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51751, Peer IP Address=10.52.53.170, Service Type=X2-AP","1","15/07/2024 20:15:34","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629848"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:15:33","Link No.=74035","Link No.=74035, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51875, Peer IP Address=10.52.54.186, Service Type=X2-AP","1","15/07/2024 20:15:33","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629847"
"Root alarm","Major","L_GUA11158_COLINAS","SCTP Link Fault","15/07/2024 20:15:32","Link No.=76705","Link No.=76705, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51875, Peer IP Address=10.52.54.186, Service Type=X2-AP","1","15/07/2024 20:15:32","		-","		-","		-","25888","		-","		-","L_GUA11158_COLINAS","BTS3900 LTE","Uncleared","Unacknowledged","11158","		-","240629846"
"Root alarm","Major","L_GUA11085_MADRIGAL","SCTP Link Fault","15/07/2024 20:15:11","Link No.=73363","Link No.=73363, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22551, Peer IP Address=10.66.18.246, Service Type=X2-AP","1","15/07/2024 20:15:11","		-","		-","		-","25888","		-","		-","L_GUA11085_MADRIGAL","BTS3900 LTE","Uncleared","Unacknowledged","11085","		-","240629803"
"Root alarm","Major","L_GUA11172_PASCUALES_SUR","SCTP Link Fault","15/07/2024 20:14:57","Link No.=74934","Link No.=74934, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51128, Peer IP Address=10.52.59.66, Service Type=X2-AP","1","15/07/2024 20:14:57","		-","		-","		-","25888","		-","		-","L_GUA11172_PASCUALES_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11172","		-","240629770"
"Root alarm","Major","L_GUA11044_LA_AURORA","SCTP Link Fault","15/07/2024 20:14:40","Link No.=72241","Link No.=72241, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11685, Peer IP Address=10.52.28.41, Service Type=X2-AP","1","15/07/2024 20:14:40","		-","		-","		-","25888","		-","		-","L_GUA11044_LA_AURORA","BTS3900 LTE","Uncleared","Unacknowledged","11044","		-","240629742"
"Root alarm","Major","L_GUA11059_COLINAS_DE_LA_FLORIDA","SCTP Link Fault","15/07/2024 20:14:11","Link No.=73646","Link No.=73646, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11684, Peer IP Address=10.52.28.33, Service Type=X2-AP","1","15/07/2024 20:14:11","		-","		-","		-","25888","		-","		-","L_GUA11059_COLINAS_DE_LA_FLORIDA","BTS3900 LTE","Uncleared","Unacknowledged","11059","		-","240629680"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:14:00","Link No.=74034","Link No.=74034, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51658, Peer IP Address=10.52.60.10, Service Type=X2-AP","1","15/07/2024 20:14:00","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629638"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:13:41","Link No.=74033","Link No.=74033, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51320, Peer IP Address=10.52.60.6, Service Type=X2-AP","1","15/07/2024 20:13:41","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629595"
"Root alarm","Major","L_GUA11377_MILAGRO_SURESTE","SCTP Link Fault","15/07/2024 20:13:40","Link No.=70493","Link No.=70493, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22202, Peer IP Address=10.66.18.182, Service Type=X2-AP","1","15/07/2024 20:13:40","		-","		-","		-","25888","		-","		-","L_GUA11377_MILAGRO_SURESTE","BTS3900 LTE","Uncleared","Unacknowledged","11377","		-","240629592"
"Root alarm","Major","L_GUA11102_TRMNL_TRRSTRE_GYE","SCTP Link Fault","15/07/2024 20:13:31","Link No.=75052","Link No.=75052, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22552, Peer IP Address=10.66.18.146, Service Type=X2-AP","1","15/07/2024 20:13:31","		-","		-","		-","25888","		-","		-","L_GUA11102_TRMNL_TRRSTRE_GYE","BTS3900 LTE","Uncleared","Unacknowledged","11102","		-","240629573"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:13:18","Link No.=74032","Link No.=74032, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51317, Peer IP Address=10.52.60.2, Service Type=X2-AP","1","15/07/2024 20:13:18","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629540"
"Root alarm","Major","L_GUA11425_GUA_DUR_VIA_YAGUACHI","SCTP Link Fault","15/07/2024 20:12:33","Link No.=71719","Link No.=71719, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11683, Peer IP Address=10.52.28.37, Service Type=X2-AP","1","15/07/2024 20:12:33","		-","		-","		-","25888","		-","		-","L_GUA11425_GUA_DUR_VIA_YAGUACHI","BTS3900 LTE","Uncleared","Unacknowledged","11425","		-","240629452"
"Root alarm","Major","MAN_CRM_EL_CARMEN_MANABI_UL","SCTP Link Fault","15/07/2024 20:12:31","Link No.=70164","Link No.=70164, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44984, Peer IP Address=10.52.28.101, Service Type=X2-AP","1","15/07/2024 20:12:31","		-","		-","		-","25888","		-","		-","MAN_CRM_EL_CARMEN_MANABI_UL","BTS3900","Uncleared","Unacknowledged","44981","		-","240629448"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:11:04","Link No.=74031","Link No.=74031, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51853, Peer IP Address=10.52.54.158, Service Type=X2-AP","1","15/07/2024 20:11:04","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629300"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:10:40","Link No.=76756","Link No.=76756, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11137, Peer IP Address=10.52.25.249, Service Type=X2-AP","1","15/07/2024 20:10:40","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240629261"
"Root alarm","Major","L_GUA11288_ESTRELLA_DE_BELEN","SCTP Link Fault","15/07/2024 20:10:22","Link No.=76755","Link No.=76755, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11101, Peer IP Address=10.52.26.201, Service Type=X2-AP","1","15/07/2024 20:10:22","		-","		-","		-","25888","		-","		-","L_GUA11288_ESTRELLA_DE_BELEN","BTS3900 LTE","Uncleared","Unacknowledged","11288","		-","240629235"
"Root alarm","Major","PI_UIO_RUMIPAMBA_UL","SCTP Link Fault","15/07/2024 20:10:21","Link No.=70046","Link No.=70046, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43245, Peer IP Address=10.41.100.145, Service Type=X2-AP","1","15/07/2024 20:10:21","		-","		-","		-","25888","		-","		-","PI_UIO_RUMIPAMBA_UL","BTS3900","Uncleared","Unacknowledged","44028","		-","240629232"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:09:59","Link No.=74030","Link No.=74030, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51669, Peer IP Address=10.52.60.22, Service Type=X2-AP","1","15/07/2024 20:09:59","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629163"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:09:48","Link No.=74029","Link No.=74029, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51664, Peer IP Address=10.52.60.18, Service Type=X2-AP","1","15/07/2024 20:09:48","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629140"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:09:28","Link No.=74028","Link No.=74028, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51672, Peer IP Address=10.52.60.26, Service Type=X2-AP","1","15/07/2024 20:09:28","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629101"
"Root alarm","Major","L_GUA11109_ADESDAC","SCTP Link Fault","15/07/2024 20:09:24","Link No.=74027","Link No.=74027, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51660, Peer IP Address=10.52.60.14, Service Type=X2-AP","1","15/07/2024 20:09:24","		-","		-","		-","25888","		-","		-","L_GUA11109_ADESDAC","BTS3900 LTE","Uncleared","Unacknowledged","11109","		-","240629090"
